,temperature [Celsius],ice cream [# scoops]
0,12.51066014107722,1.3553823116368355
1,21.609734803264743,1.9556055921066755
2,0.003431244520346599,0.32903980620654316
3,9.069977178955194,1.7431668326606982
4,4.402676724513391,0.24957937840750477
5,2.770157843063934,1.4652621847390868
6,5.587806341330127,3.1254527055540477
7,10.366821811291432,2.605945978184955
8,11.903024226920099,1.80008313321506
9,16.16450202010071,1.459412870923556
10,12.575835432098843,1.3008279922573993
11,20.556585011902786,4.405503352019645
12,6.133567491945523,1.5619383791048225
13,26.34352309172836,2.55829794440801
14,0.8216277959377849,1.2593844676622814
15,20.114025305352065,4.776423911924848
16,12.519144071013809,2.1634209583994464
17,16.76069485337255,3.0139276808217983
18,4.211608157857013,1.651137666443912
19,5.943044672546364,1.1430038762186783
20,24.0223370602661,1.8593432236667014
21,29.047847271581926,3.0713112168856163
22,9.402725344777284,1.5746662120233288
23,20.769678470079423,3.317429730355483
24,26.29167456888115,4.029956294614601
25,26.83819990511542,4.167618740063176
26,2.551326341093337,1.4981978536787035
27,1.1716434969864709,1.982778122352934
28,5.094912586937067,0.6701781079147694
29,26.344275102882396,4.4482244138068205
30,2.950405014991503,1.758796905000634
31,12.633228750151565,1.7546762274099146
32,28.736685904515056,3.883241971913751
33,15.994958549190512,2.2573414994114867
34,20.7563134185142,3.8613221723276103
35,9.465468930181888,3.308605893937356
36,20.59502783044751,4.901827725737121
37,25.03877015692119,1.6900678442552945
38,0.5486483203257542,-0.39839311206911
39,22.504329448349026,2.3708949244159676
40,29.66583266719484,3.632189791714067
41,22.444969631395182,3.7465830570658234
42,8.413319761932156,2.0167449274026183
43,23.678379853544655,0.9509971053047181
44,3.096780197329261,0.9518610038157332
45,13.436805785277155,2.947708458047009
46,27.257865092792866,3.501583493097122
47,8.808424451210385,2.4960465512462235
48,8.633260157590462,1.4971102038555126
49,3.9008571635483302,1.1243133613656968
